?ºÏûê,Í≥?Î™?,?úÏö∏,Î∂Ä???ÄÍµ??∏Ï≤ú,Í¥ëÏ£º,?Ä???∏ÏÇ∞,?∏Ï¢Ö,Í≤ΩÍ∏∞,Í∞ïÏõê,Ï∂©Î∂Å,Ï∂©ÎÇ®,?ÑÎ∂Å,?ÑÎÇ®,Í≤ΩÎ∂Å,Í≤ΩÎÇ®,?úÏ£º,Í≤Ä???ÑÏ†Å(Î™?,"30,605,187","5,942,573","1,822,869","1,338,562","1,777,328","891,280","891,766","656,135","242,400","8,270,720","899,658","959,584","1,238,468","1,026,509","1,001,462","1,403,139","1,837,675","387,441","17,618"
9/29/2022,"30,853","6,263","1,416","1,452","1,857",747,816,498,233,"8,822","1,080",990,"1,235",988,909,"1,532","1,738",251,26,,,,,,,,,,,,,,,,
9/30/2022,"28,487","5,792","1,267","1,598","1,747",650,732,486,218,"8,167",923,947,"1,039",892,812,"1,452","1,524",218,23,,,,,,,,,,,,,,,,
10/1/2022,"26,946","5,581","1,315","1,251","1,567",618,751,454,222,"7,831",900,823,"1,045",795,720,"1,299","1,531",208,35,,,,,,,,,,,,,,,,
10/2/2022,"23,575","4,786","1,020","1,017","1,340",585,605,465,211,"6,839",679,791,977,769,686,"1,253","1,364",171,17,,,,,,,,,,,,,,,,
10/3/2022,"12,141","2,023",431,772,785,250,337,189,111,"3,779",456,382,468,286,276,721,690,141,44,,,,,,,,,,,,,,,,
10/4/2022,"16,413","3,084",693,887,888,322,467,357,184,"4,791",541,499,665,521,427,909,975,144,59,,,,,,,,,,,,,,,,
10/5/2022,"34,724","7,669","1,798","1,596","2,095",735,915,539,274,"9,834","1,224","1,088","1,328",974,897,"1,603","1,946",190,19,,,,,,,,,,,,,,,,
10/6/2022,"28,634","5,518","1,314","1,608","1,603",681,742,579,221,"7,784","1,125","1,038","1,050",928,692,"1,898","1,567",258,28,,,,,,,,,,,,,,,,
10/7/2022,"22,286","4,317","1,053","1,470","1,300",521,598,353,174,"6,149",799,777,803,698,566,"1,285","1,226",179,18,,,,,,,,,,,,,,,,
10/8/2022,"19,420","3,958",949,"1,018","1,062",474,503,365,149,"5,327",690,667,753,656,502,"1,109","1,057",156,25,,,,,,,,,,,,,,,,
10/9/2022,"17,646","3,550",883,964,981,422,463,310,133,"4,670",542,639,700,577,491,"1,038","1,107",150,26,,,,,,,,,,,,,,,,
10/10/2022,"8,972","1,493",317,473,570,233,275,187,77,"2,629",416,349,327,301,257,543,409,79,37,,,,,,,,,,,,,,,,
10/11/2022,"15,465","3,052",794,567,941,337,471,345,141,"4,395",481,519,635,488,467,732,915,123,62,,,,,,,,,,,,,,,,
10/12/2022,"30,515","6,797","1,692","1,632","1,871",547,853,542,239,"8,490","1,032",943,"1,031",882,731,"1,483","1,544",179,27,,,,,,,,,,,,,,,,
10/13/2022,"26,934","5,248","1,204","1,250","1,658",691,728,537,230,"7,434","1,072","1,038",966,822,646,"1,698","1,416",271,25,,,,,,,,,,,,,,,,
10/14/2022,"23,572","4,831","1,113",969,"1,409",515,735,488,172,"6,593",902,778,894,704,649,"1,461","1,190",149,20,,,,,,,,,,,,,,,,
10/15/2022,"22,827","4,575","1,177","1,109","1,395",546,701,461,179,"6,430",803,774,772,676,601,"1,324","1,091",191,22,,,,,,,,,,,,,,,,
10/16/2022,"21,453","4,186",993,"1,052","1,286",566,627,440,192,"6,091",737,649,842,672,544,"1,334","1,036",160,46,,,,,,,,,,,,,,,,
10/17/2022,"11,024","1,916",408,464,717,258,350,210,98,"3,363",498,311,420,322,291,646,572,128,52,,,,,,,,,,,,,,,,
10/18/2022,"33,218","7,526","1,783","1,461","2,180",674,986,617,248,"9,463","1,070",935,"1,283",898,774,"1,504","1,609",178,29,,,,,,,,,,,,,,,,
10/19/2022,"29,491","5,894","1,412","1,360","1,815",678,827,575,208,"8,468","1,244",936,"1,061",885,666,"1,827","1,440",175,20,,,,,,,,,,,,,,,,
10/20/2022,"25,373","5,412","1,097","1,117","1,542",670,761,505,175,"7,255","1,009",731,946,708,602,"1,551","1,121",142,29,,,,,,,,,,,,,,,,
10/21/2022,"24,729","5,055","1,206","1,245","1,598",568,771,450,170,"7,075",940,769,915,704,589,"1,372","1,115",162,25,,,,,,,,,,,,,,,,
10/22/2022,"26,892","6,012","1,218","1,000","1,697",635,808,452,193,"8,050",960,740,911,735,677,"1,402","1,222",167,13,,,,,,,,,,,,,,,,
10/23/2022,"26,234","5,170","1,192","1,204","1,660",611,882,534,219,"7,594",834,711,"1,020",852,657,"1,614","1,283",166,31,,,,,,,,,,,,,,,,
10/24/2022,"14,296","2,434",493,555,937,344,450,293,132,"4,597",563,514,574,362,365,862,645,147,29,,,,,,,,,,,,,,,,
10/25/2022,"43,737","10,057","2,310","1,829","2,640",843,"1,442",771,439,"12,885","1,344","1,369","1,646","1,045","1,027","1,892","2,030",141,27,,,,,,,,,,,,,,,,
10/26/2022,"40,814","7,903","1,852","1,956","2,532",972,"1,163",791,363,"12,018","1,657","1,318","1,568","1,204",963,"2,369","1,877",280,28,,,,,,,,,,,,,,,,
10/27/2022,"34,971","6,847","1,744","1,556","2,217",895,"1,076",726,342,"10,257","1,300","1,074","1,299","1,003",812,"1,969","1,654",178,22,,,,,,,,,,,,,,,,
10/28/2022,"35,912","7,477","1,675","1,604","2,313",805,"1,035",704,309,"10,450","1,394","1,136","1,405","1,018",846,"1,833","1,664",217,27,,,,,,,,,,,,,,,,
10/29/2022,"37,310","7,573","1,893","1,680","2,324",874,"1,186",764,301,"10,997","1,380","1,209","1,425","1,028",938,"1,839","1,666",209,24,,,,,,,,,,,,,,,,
10/30/2022,"34,491","6,704","1,557","1,703","2,208",886,"1,035",637,329,"9,683","1,273","1,286","1,396","1,078",861,"2,048","1,553",228,26,,,,,,,,,,,,,,,,
10/31/2022,"18,501","3,099",674,730,"1,188",455,573,396,179,"5,934",840,632,794,590,524,908,786,161,38,,,,,,,,,,,,,,,,
11/1/2022,"58,358","13,015","3,032","2,458","3,745","1,095","1,966",970,517,"17,047","1,981","1,812","2,236","1,557","1,537","2,525","2,608",225,32,,,,,,,,,,,,,,,,
11/2/2022,"54,732","10,934","2,420","2,420","3,303","1,326","1,651",990,523,"15,965","2,270","1,984","2,209","1,607","1,380","2,997","2,367",359,27,,,,,,,,,,,,,,,,
11/3/2022,"46,877","9,542","2,216","1,767","2,872","1,202","1,509",787,419,"13,820","1,827","1,621","1,759","1,424","1,063","2,611","2,134",281,23,,,,,,,,,,,,,,,,
11/4/2022,"43,434","8,673","2,092","1,953","2,631","1,046","1,390",731,397,"12,702","1,634","1,490","1,781","1,290","1,061","2,361","1,916",264,22,,,,,,,,,,,,,,,,
11/5/2022,"40,890","8,099","1,974","1,797","2,409",975,"1,366",745,366,"11,756","1,555","1,407","1,702","1,227","1,140","2,243","1,859",242,28,,,,,,,,,,,,,,,,
11/6/2022,"36,664","7,159","1,648","1,706","2,062",945,"1,068",768,317,"10,428","1,322","1,422","1,507","1,252",920,"2,162","1,695",237,46,,,,,,,,,,,,,,,,
11/7/2022,"18,664","3,319",569,646,"1,171",519,586,280,200,"6,274",821,636,729,482,440,"1,054",738,154,46,,,,,,,,,,,,,,,,
11/8/2022,"62,259","14,157","3,172","2,717","3,900","1,213","2,231",993,657,"18,226","1,989","1,921","2,577","1,637","1,463","2,428","2,687",266,25,,,,,,,,,,,,,,,,
11/9/2022,"62,464","12,480","2,703","2,704","3,861","1,577","1,949","1,189",465,"18,520","2,445","2,291","2,553","1,866","1,538","3,127","2,831",349,16,,,,,,,,,,,,,,,,
11/10/2022,"55,347","11,070","2,468","2,508","3,252","1,458","1,784","1,017",520,"16,266","1,912","1,991","2,221","1,704","1,419","2,819","2,546",364,28,,,,,,,,,,,,,,,,
11/11/2022,"54,496","10,898","2,685","2,373","3,602","1,286","1,785",984,454,"15,803","1,968","1,840","2,283","1,650","1,290","2,694","2,522",347,32,,,,,,,,,,,,,,,,
11/12/2022,"54,307","10,828","2,759","2,428","3,237","1,332","1,898","1,020",497,"15,279","1,910","1,856","2,348","1,704","1,414","2,704","2,671",386,36,,,,,,,,,,,,,,,,
11/13/2022,"48,442","9,257","2,365","2,329","2,846","1,520","1,632",963,445,"13,260","1,570","1,684","2,060","1,768","1,319","2,732","2,321",326,45,,,,,,,,,,,,,,,,
11/14/2022,"23,747","3,645",949,"1,046","1,406",692,902,465,187,"7,461",976,909,"1,066",633,591,"1,267","1,277",235,40,,,,,,,,,,,,,,,,
11/15/2022,"72,863","15,538","4,540","3,252","4,451","1,575","2,611","1,302",634,"20,496","2,131","2,153","3,079","2,049","1,801","3,018","3,901",309,23,,,,,,,,,,,,,,,,
11/16/2022,"66,565","12,476","3,364","2,936","3,825","1,937","2,116","1,273",527,"19,019","2,471","2,304","2,733","2,244","1,772","3,669","3,412",455,32,,,,,,,,,,,,,,,,
11/17/2022,"55,415","10,841","2,965","2,395","3,312","1,537","1,831","1,134",450,"15,690","1,820","1,838","2,555","1,752","1,359","2,762","2,780",370,24,,,,,,,,,,,,,,,,
11/18/2022,"49,395","9,735","2,549","2,182","2,867","1,387","1,509",874,405,"14,062","1,717","1,643","2,019","1,657","1,338","2,603","2,453",356,39,,,,,,,,,,,,,,,,
11/19/2022,"50,562","10,121","2,784","2,258","2,879","1,360","1,628",937,392,"14,332","1,688","1,638","2,179","1,684","1,241","2,448","2,630",340,23,,,,,,,,,,,,,,,,
11/20/2022,"45,995","8,801","2,623","1,770","2,790","1,475","1,441","1,077",432,"12,382","1,350","1,604","1,955","1,698","1,276","2,439","2,486",354,42,,,,,,,,,,,,,,,,
11/21/2022,"23,075","3,823","1,035","1,311","1,421",549,870,349,256,"7,065",909,684,958,583,566,"1,267","1,130",245,54,,,,,,,,,,,,,,,,
11/22/2022,"72,856","15,611","4,590","3,523","4,518","1,516","2,396","1,234",580,"20,724","2,017","2,072","2,931","2,118","1,885","2,743","4,028",329,41,,,,,,,,,,,,,,,,
11/23/2022,"70,298","13,494","4,023","2,990","3,910","2,177","2,098","1,420",541,"19,794","2,313","2,457","3,072","2,247","1,871","3,600","3,815",444,32,,,,,,,,,,,,,,,,
11/24/2022,"59,067","11,450","3,250","2,720","3,557","1,684","1,878","1,117",424,"16,469","1,830","1,902","2,478","1,895","1,680","2,990","3,350",363,30,,,,,,,,,,,,,,,,
11/25/2022,"53,682","10,678","3,172","2,302","3,099","1,661","1,765",903,444,"14,782","1,744","1,632","2,209","1,709","1,476","2,821","2,913",351,21,,,,,,,,,,,,,,,,
11/26/2022,"52,775","10,157","2,992","2,494","3,133","1,604","1,617",986,375,"14,713","1,635","1,767","2,342","1,676","1,472","2,626","2,848",314,24,,,,,,,,,,,,,,,,
11/27/2022,"47,007","9,152","2,417","2,367","2,615","1,454","1,509",958,385,"12,982","1,278","1,504","1,919","1,742","1,338","2,462","2,572",301,52,,,,,,,,,,,,,,,,
11/28/2022,"22,312","3,792",971,724,"1,412",758,820,342,225,"6,683",890,725,941,663,656,"1,196","1,259",219,36,,,,,,,,,,,,,,,,
11/29/2022,"71,460","15,500","4,764","3,499","4,168","1,766","2,217","1,259",515,"19,826","1,956","1,962","2,869","2,084","2,099","2,671","3,930",335,40,,,,,,,,,,,,,,,,
11/30/2022,"67,393","12,285","3,798","3,025","3,935","2,219","2,046","1,290",517,"18,842","2,187","2,247","2,842","2,275","1,866","3,682","3,808",491,38,,,,,,,,,,,,,,,,
12/1/2022,"57,060","11,029","3,148","2,562","3,375","1,842","1,802","1,126",458,"15,929","1,723","1,817","2,390","1,858","1,560","2,856","3,184",377,24,,,,,,,,,,,,,,,,
12/2/2022,"52,975","10,483","2,928","2,405","3,088","1,617","1,693",982,363,"15,025","1,584","1,683","2,077","1,671","1,657","2,592","2,740",355,32,,,,,,,,,,,,,,,,
12/3/2022,"52,848","10,361","2,754","2,372","3,105","1,776","1,667",918,473,"14,807","1,577","1,727","2,267","1,748","1,614","2,574","2,727",348,33,,,,,,,,,,,,,,,,
12/4/2022,"46,547","8,525","2,453","2,327","2,706","1,703","1,466",883,465,"12,847","1,142","1,614","1,916","1,824","1,442","2,373","2,455",359,47,,,,,,,,,,,,,,,,
12/5/2022,"23,152","3,920",992,692,"1,406",818,774,419,249,"7,378",736,746,"1,014",657,746,"1,133","1,175",233,64,,,,,,,,,,,,,,,,
12/6/2022,"77,583","16,368","4,853","3,759","4,514","2,020","2,588","1,330",639,"22,128","2,021","2,056","3,166","2,314","2,469","2,740","4,214",363,41,,,,,,,,,,,,,,,,
12/7/2022,"74,692","13,742","3,962","3,312","4,355","2,551","2,239","1,446",648,"21,322","2,183","2,538","3,117","2,516","2,249","3,653","4,164",672,23,,,,,,,,,,,,,,,,
12/8/2022,"65,233","11,973","3,928","3,078","3,840","2,264","1,948","1,235",576,"18,280","1,855","2,175","2,825","2,049","2,037","2,970","3,592",579,29,,,,,,,,,,,,,,,,
12/9/2022,"62,713","11,844","3,782","2,782","3,604","2,076","1,848","1,272",522,"17,635","1,747","1,898","2,854","2,048","2,000","2,798","3,407",573,23,,,,,,,,,,,,,,,,
12/10/2022,"62,722","11,684","3,834","2,795","3,924","2,043","1,789","1,238",548,"17,522","1,787","2,069","2,726","1,931","1,963","2,602","3,758",477,32,,,,,,,,,,,,,,,,
12/11/2022,"54,296","9,598","3,296","2,281","3,391","1,893","1,588","1,215",511,"14,750","1,338","1,937","2,252","2,052","1,680","2,706","3,255",515,38,,,,,,,,,,,,,,,,
12/12/2022,"25,656","3,909","1,113",778,"1,542",953,768,518,206,"8,012",980,809,"1,154",720,984,"1,289","1,475",396,50,,,,,,,,,,,,,,,,
12/13/2022,"86,824","17,691","6,235","3,949","5,505","2,339","2,629","1,781",770,"24,089","2,210","2,311","3,578","2,377","2,761","2,878","5,304",385,32,,,,,,,,,,,,,,,,
12/14/2022,"84,548","15,171","5,421","3,700","5,062","2,869","2,351","1,925",628,"23,187","2,534","2,734","3,702","2,811","2,748","3,732","5,171",774,28,,,,,,,,,,,,,,,,
12/15/2022,"70,140","12,827","4,668","3,087","4,194","2,325","2,004","1,521",587,"19,023","1,975","2,079","2,953","2,253","2,321","3,275","4,400",637,11,,,,,,,,,,,,,,,,
12/16/2022,"66,938","12,398","4,304","2,869","4,112","2,266","2,002","1,428",496,"18,479","1,857","2,004","2,946","2,111","2,202","2,679","4,144",590,51,,,,,,,,,,,,,,,,
12/17/2022,"66,912","12,399","4,228","3,078","4,051","2,105","1,941","1,403",598,"18,026","1,811","2,176","2,820","2,241","2,314","2,792","4,304",600,25,,,,,,,,,,,,,,,,
12/18/2022,"58,838","10,638","3,843","2,722","3,533","2,076","1,614","1,352",524,"15,802","1,420","1,803","2,492","2,187","1,890","2,700","3,597",605,40,,,,,,,,,,,,,,,,
12/19/2022,"26,608","4,190","1,213",973,"1,549",846,801,565,223,"8,029",921,"1,042","1,102",779,887,"1,370","1,675",402,41,,,,,,,,,,,,,,,,
12/20/2022,"87,528","18,212","6,560","3,624","5,618","1,974","2,643","1,718",796,"24,624","1,924","2,301","3,420","2,304","3,165","2,747","5,467",402,29,,,,,,,,,,,,,,,,
12/21/2022,"88,151","15,558","5,498","3,616","5,295","2,825","2,365","2,057",730,"23,733","2,487","3,041","3,800","3,163","3,087","3,901","6,016",945,34,,,,,,,,,,,,,,,,
12/22/2022,"75,723","13,939","5,136","3,196","4,211","2,372","2,179","1,750",637,"20,921","1,947","2,294","3,142","2,555","2,677","3,299","4,724",714,30,,,,,,,,,,,,,,,,
12/23/2022,"68,152","12,408","4,731","2,657","4,317","1,989","1,984","1,547",557,"18,797","1,714","1,936","2,651","2,283","2,389","2,832","4,554",760,46,,,,,,,,,,,,,,,,
12/24/2022,"66,189","12,077","4,742","2,832","3,764","1,901","1,821","1,667",582,"18,571","1,710","2,021","2,592","1,896","1,997","2,933","4,460",591,32,,,,,,,,,,,,,,,,
12/25/2022,"58,408","10,498","3,986","2,485","3,637","1,708","1,704","1,477",525,"16,432","1,262","1,826","2,333","1,856","1,767","2,576","3,737",560,39,,,,,,,,,,,,,,,,
12/26/2022,"25,530","3,582","1,213",844,"1,551",730,765,616,205,"7,741",878,781,"1,002",892,942,"1,358","1,985",401,44,,,,,,,,,,,,,,,,
12/27/2022,"87,575","18,719","6,825","3,464","5,698","1,735","2,562","1,762",733,"24,356","1,937","2,163","3,497","2,186","3,049","2,731","5,571",545,42,,,,,,,,,,,,,,,,
12/28/2022,"87,489","15,774","6,141","3,521","5,097","2,499","2,346","2,261",685,"24,117","2,280","2,756","3,631","2,525","2,773","3,882","6,184",994,23,,,,,,,,,,,,,,,,
12/29/2022,"71,401","13,390","4,833","2,648","4,363","1,867","1,993","1,798",604,"19,651","1,871","2,372","2,895","2,086","2,353","3,207","4,664",749,57,,,,,,,,,,,,,,,,
12/30/2022,"65,200","11,668","4,804","2,703","4,155","1,651","1,810","1,497",463,"17,940","1,673","2,007","2,771","1,964","2,174","2,864","4,415",606,35,,,,,,,,,,,,,,,,
12/31/2022,"63,093","11,598","4,502","2,614","3,976","1,615","1,745","1,603",465,"16,794","1,630","1,864","2,690","1,799","2,117","3,006","4,344",691,40,,,,,,,,,,,,,,,,
1/1/2023,"57,501","9,984","4,062","2,477","3,632","1,564","1,654","1,431",541,"15,634","1,398","1,572","2,427","1,900","1,843","2,785","3,926",588,83,,,,,,,,,,,,,,,,
1/2/2023,"22,720","3,302","1,175",593,"1,343",698,737,597,205,"6,660",705,886,968,691,886,"1,216","1,548",480,30,,,,,,,,,,,,,,,,
1/3/2023,"81,034","16,959","6,626","3,062","5,191","1,477","2,363","1,615",645,"22,378","1,719","2,097","3,312","2,200","2,778","2,816","5,152",603,41,,,,,,,,,,,,,,,,
1/4/2023,"78,547","13,913","5,367","3,150","4,804","2,282","2,180","2,182",623,"20,971","2,103","2,396","3,347","2,592","2,498","3,715","5,370","1,033",21,,,,,,,,,,,,,,,,
1/5/2023,"64,081","11,505","4,483","2,713","4,078","1,611","1,726","1,629",469,"17,055","1,639","1,928","2,746","2,065","2,251","2,930","4,406",814,33,,,,,,,,,,,,,,,,
1/6/2023,"56,931","10,406","3,953","2,147","3,536","1,412","1,653","1,447",428,"15,401","1,496","1,649","2,602","1,876","1,963","2,618","3,679",640,25,,,,,,,,,,,,,,,,
1/7/2023,"53,777","9,919","3,653","2,009","3,381","1,424","1,519","1,423",402,"14,469","1,356","1,531","2,336","1,749","1,903","2,401","3,546",730,26,,,,,,,,,,,,,,,,
1/8/2023,"46,741","7,817","3,036","2,013","3,071","1,373","1,272","1,342",441,"12,293","1,226","1,442","2,096","1,824","1,595","2,285","3,058",529,28,,,,,,,,,,,,,,,,
1/9/2023,"19,087","2,846",928,563,"1,182",581,625,387,157,"5,854",608,598,875,579,732,914,"1,275",359,24,,,,,,,,,,,,,,,,
1/10/2023,"60,023","12,136","4,697","2,398","3,572","1,120","1,777","1,327",516,"16,102","1,389","1,459","2,717","1,851","2,145","2,283","4,030",488,16,,,,,,,,,,,,,,,,
1/11/2023,"54,323","9,532","3,613","2,376","3,417","1,587","1,494","1,414",383,"14,386","1,609","1,612","2,241","1,786","1,827","2,562","3,798",668,18,,,,,,,,,,,,,,,,
1/12/2023,"43,933","7,944","2,854","1,893","2,706","1,139","1,271","1,136",322,"11,601","1,207","1,435","1,913","1,509","1,465","2,006","2,973",540,19,,,,,,,,,,,,,,,,
1/13/2023,"39,704","7,195","2,869","1,722","2,530",993,"1,138",936,305,"10,296","1,140","1,133","1,685","1,353","1,385","1,832","2,666",504,22,,,,,,,,,,,,,,,,
1/14/2023,"36,685","6,647","2,413","1,539","2,161",969,"1,038",936,288,"9,619",977,"1,012","1,556","1,228","1,368","1,691","2,695",524,24,,,,,,,,,,,,,,,,
1/15/2023,"32,554","5,749","2,150","1,521","2,005",871,913,913,230,"8,232",834,"1,025","1,380","1,210","1,100","1,720","2,240",450,11,,,,,,,,,,,,,,,,
1/16/2023,"14,129","2,137",772,592,849,418,430,286,153,"3,989",508,477,599,500,492,696,952,264,15,,,,,,,,,,,,,,,,
1/17/2023,"40,175","8,544","2,949","1,675","2,512",844,"1,173",916,330,"10,566",913,"1,031","1,616","1,166","1,448","1,610","2,564",296,22,,,,,,,,,,,,,,,,
1/18/2023,"36,888","6,633","2,414","1,740","2,265","1,016","1,019",916,256,"9,835","1,009","1,316","1,446","1,311","1,083","1,758","2,382",475,14,,,,,,,,,,,,,,,,
1/19/2023,"29,803","5,498","1,884","1,355","1,730",803,886,665,237,"7,937",827,933,"1,237","1,097",967,"1,390","1,946",396,15,,,,,,,,,,,,,,,,
1/20/2023,"27,376","5,005","1,823","1,267","1,633",699,762,642,204,"7,100",729,894,"1,180",967,"1,085","1,314","1,717",340,15,,,,,,,,,,,,,,,,
1/21/2023,"27,642","5,160","1,947","1,306","1,565",733,800,692,171,"7,143",683,902,"1,161",896,936,"1,368","1,770",386,23,,,,,,,,,,,,,,,,
1/22/2023,"16,614","2,314",886,"1,028",937,647,467,458,159,"4,142",451,570,797,677,634,"1,052","1,044",341,10,,,,,,,,,,,,,,,,
1/23/2023,"9,212","1,439",581,342,536,292,335,210,58,"2,351",303,319,276,378,391,514,664,209,14,,,,,,,,,,,,,,,,
1/24/2023,"12,249","2,126",793,520,644,299,403,289,98,"3,273",321,363,547,487,451,573,898,156,8,,,,,,,,,,,,,,,,
1/25/2023,"19,522","3,185","1,379","1,089","1,209",460,618,494,204,"5,185",439,559,891,633,669,946,"1,291",263,8,,,,,,,,,,,,,,,,
1/26/2023,"35,075","6,811","2,697","1,415","2,221",896,"1,019",820,286,"9,311",779,951,"1,447","1,076","1,170","1,504","2,378",291,3,,,,,,,,,,,,,,,,
1/27/2023,"31,697","5,081","2,233","1,599","1,734","1,082",891,834,245,"7,830",821,"1,050","1,344","1,241","1,140","1,865","2,189",511,7,,,,,,,,,,,,,,,,
1/28/2023,"23,594","4,062","1,639","1,181","1,144",761,614,693,186,"5,839",634,711,988,862,892,"1,347","1,633",401,7,,,,,,,,,,,,,,,,
1/29/2023,"18,863","2,923","1,224","1,132","1,145",669,500,565,156,"4,444",439,674,731,816,707,"1,146","1,286",297,9,,,,,,,,,,,,,,,,
1/30/2023,"7,411",919,409,322,537,258,201,195,62,"1,928",243,277,293,276,237,469,561,218,6,,,,,,,,,,,,,,,,
1/31/2023,"19,612","3,694","1,609",927,"1,127",517,549,531,163,"4,730",490,609,843,733,667,875,"1,355",186,7,,,,,,,,,,,,,,,,
2/1/2023,"20,413","3,276","1,519","1,079","1,126",626,571,531,136,"4,732",610,755,754,801,771,"1,231","1,502",386,7,,,,,,,,,,,,,,,,
2/2/2023,"16,852","2,882","1,201",916,934,501,444,443,107,"4,090",431,606,708,630,543,936,"1,217",251,12,,,,,,,,,,,,,,,,
2/3/2023,"14,953","2,549","1,145",856,740,439,412,397,111,"3,566",419,485,515,575,557,828,"1,106",249,4,,,,,,,,,,,,,,,,
2/4/2023,"14,615","2,435","1,050",791,748,405,372,418,78,"3,488",428,524,612,522,564,813,"1,156",206,5,,,,,,,,,,,,,,,,
2/5/2023,"14,007","2,298",996,862,820,468,353,408,118,"3,119",333,393,558,540,598,881,995,255,12,,,,,,,,,,,,,,,,
2/6/2023,"5,847",814,336,294,300,214,151,111,42,"1,544",222,290,243,161,228,325,410,154,8,,,,,,,,,,,,,,,,
2/7/2023,"16,111","3,044","1,396",851,785,453,431,459,110,"3,851",427,440,645,557,546,786,"1,169",148,13,,,,,,,,,,,,,,,,
2/8/2023,"17,925","2,899","1,344",989,965,569,480,473,116,"4,251",551,664,742,582,709,959,"1,274",352,6,,,,,,,,,,,,,,,,
2/9/2023,"14,661","2,458","1,128",820,784,464,332,436,113,"3,463",411,517,544,519,482,816,"1,102",267,5,,,,,,,,,,,,,,,,
2/10/2023,"13,499","2,367","1,079",771,700,439,340,360,90,"3,128",337,408,557,478,495,721,"1,005",209,15,,,,,,,,,,,,,,,,
2/11/2023,"12,801","2,291",948,745,674,458,317,320,105,"2,840",362,416,482,442,457,726,984,226,8,,,,,,,,,,,,,,,,
2/12/2023,"12,040","2,125",861,595,637,444,253,333,88,"2,674",326,411,500,456,446,718,941,223,9,,,,,,,,,,,,,,,,
2/13/2023,"5,168",743,303,388,241,199,128,136,34,"1,285",169,171,210,177,185,292,363,139,5,,,,,,,,,,,,,,,,
2/14/2023,"14,365","2,702","1,186",784,806,394,385,341,133,"3,450",289,415,520,491,491,699,"1,134",133,12,,,,,,,,,,,,,,,,
2/15/2023,"14,949","2,569",978,843,739,493,351,388,127,"3,358",449,535,605,578,545,924,"1,176",281,10,,,,,,,,,,,,,,,,
2/16/2023,"12,513","2,279",913,683,582,354,290,328,87,"2,935",287,394,539,494,466,763,928,183,8,,,,,,,,,,,,,,,,
2/17/2023,"11,430","2,095",793,598,586,339,265,262,86,"2,762",269,335,424,444,431,682,835,216,8,,,,,,,,,,,,,,,,
2/18/2023,"10,714","1,976",726,544,567,320,282,263,72,"2,632",264,320,409,388,405,646,733,159,8,,,,,,,,,,,,,,,,
2/19/2023,"10,269","1,905",635,565,530,272,235,272,87,"2,488",236,299,442,439,426,627,654,150,7,,,,,,,,,,,,,,,,
2/20/2023,"4,321",703,201,226,181,136,143,69,47,"1,195",128,196,146,123,145,241,294,137,10,,,,,,,,,,,,,,,,
2/21/2023,"11,870","2,502",868,565,562,279,316,238,95,"3,155",248,317,417,444,379,534,820,121,10,,,,,,,,,,,,,,,,
2/22/2023,"13,075","2,351",801,602,592,407,265,289,97,"3,301",282,450,551,526,460,869,956,270,6,,,,,,,,,,,,,,,,
2/23/2023,"10,841","2,116",599,509,614,333,241,210,90,"2,791",228,285,430,468,355,666,735,163,8,,,,,,,,,,,,,,,,
2/24/2023,"10,041","1,958",667,557,487,302,262,207,83,"2,486",244,255,397,417,291,629,617,172,10,,,,,,,,,,,,,,,,
2/25/2023,"10,052","1,920",613,503,475,262,280,236,79,"2,460",211,275,398,434,359,636,700,207,4,,,,,,,,,,,,,,,,
2/26/2023,"9,207","1,765",538,355,464,310,258,175,73,"2,357",165,284,377,402,378,568,550,179,9,,,,,,,,,,,,,,,,
2/27/2023,"4,024",623,218,241,184,108,111,78,28,"1,068",133,139,157,148,163,227,277,115,6,,,,,,,,,,,,,,,,
2/28/2023,"10,811","2,325",734,507,590,265,290,200,59,"2,840",227,319,405,364,398,539,615,126,8,,,,,,,,,,,,,,,,
3/1/2023,"12,288","2,300",688,541,607,344,320,268,105,"3,200",282,393,511,446,427,755,836,257,8,,,,,,,,,,,,,,,,
3/2/2023,"7,555","1,199",429,339,348,237,192,165,59,"2,054",175,261,372,287,300,501,465,165,7,,,,,,,,,,,,,,,,
3/3/2023,"10,408","2,296",641,434,580,249,287,172,86,"2,715",217,298,389,391,373,494,621,159,6,,,,,,,,,,,,,,,,
3/4/2023,"11,246","2,214",629,505,506,313,299,199,80,"3,086",286,364,434,425,362,605,696,235,8,,,,,,,,,,,,,,,,
3/5/2023,"9,813","2,008",553,513,507,268,304,198,65,"2,607",181,247,386,382,296,482,630,179,7,,,,,,,,,,,,,,,,
3/6/2023,"4,300",734,174,142,224,94,122,49,52,"1,299",119,229,183,125,142,231,235,132,14,,,,,,,,,,,,,,,,
3/7/2023,"12,284","2,748",704,499,627,296,360,191,113,"3,433",280,320,487,497,364,510,681,166,8,,,,,,,,,,,,,,,,
3/8/2023,"12,798","2,447",685,564,634,353,361,215,108,"3,472",314,464,520,524,370,772,698,290,7,,,,,,,,,,,,,,,,
3/9/2023,"10,890","2,131",577,469,642,318,316,178,99,"2,893",273,363,480,432,327,592,552,243,5,,,,,,,,,,,,,,,,
